鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,縣市
內湖區,房地(土地+建物),臺北市內湖區康寧路三段１８９巷８３弄３０號六樓,40.76,都市：其他:第三種住宅區。,,,1150315,土地1建物1車位0,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831217,119.28999999999999,4,2,2,有,有,26000000,217956,,0.0,0,陽台外推；其他增建；,RPSOMLKLMHLGFCA67DA,81.19,0.0,11.83,有,,台北市
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南崁路一段１３８號四樓之５,29.36,工,,,1150316,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1010918,216.63,3,2,2,有,有,22500000,103864,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRJNHLGFEH88EA,120.62,2.22,13.15,有,0205,桃園市
新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉明新十街９６號四樓,21.14,住,,,1120920,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141223,125.70000000000002,3,2,2,有,有,13270000,120502,坡道平面,31.76,1950000,預售屋、或土地及建物分件登記案件；,RPOOMLKLMHLGFDJ28DA,55.76,0.0,5.76,有,,新竹縣
龜山區,房地(土地+建物)+車位,桃園市龜山區長慶二街７７號,17.35,住,,,1150314,土地1建物1車位1,一層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1080924,130.72,0,1,1,有,有,17750000,135786,坡道平面,23.25,0,,RPPNMLNKNHLGFHH88EA,63.43,0.0,10.24,有,0257,桃園市
林口區,房地(土地+建物)+車位,新北市林口區民有街５６號十三樓之一,8.77,商,,,1150308,土地1建物1車位1,十三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061122,124.64,2,2,1,有,有,16360000,151605,坡道平面,30.58,2100000,其他增建；,RPUOMLNKMHLGFBF48DA,54.51,4.42,4.94,有,0190,新北市
中壢區,房地(土地+建物)+車位,桃園市中壢區同慶路２５１號五樓,15.86,住,,,1150415,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880601,146.52,3,2,2,有,有,10800000,73710,坡道平面,0.0,0,,RPPNMLSJNHLGFBH68EA,82.23,0.0,5.83,有,0055,桃園市
三重區,房地(土地+建物),新北市三重區福德南路３９之３號八樓,11.66,商,,,1150419,土地2建物1車位0,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0910405,96.04,3,2,2,有,有,18300000,190546,,0.0,0,陽台外推；,RPOOMLKMMHLGFGF28DA,62.74,0.0,8.94,有,,新北市
小港區,房地(土地+建物)+車位,高雄市小港區宏平路４３３號十一樓之１６,10.48,其他,,,1130517,土地1建物1車位1,十一層,十八層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1150212,159.95,3,2,2,有,有,13550000,86994,坡道平面,22.01,1550000,預售屋、或土地及建物分件登記案件；,RPUOMLOJNHLGFCE58DA,81.45,0.0,8.48,有,,高雄市
桃園區,土地,國聖段980-2地號,20.83,工,,,1150410,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4037479,193830,,0.0,0,政府機關標讓售；,RPPNMLQJNHLGFAH38EA,0.0,0.0,0.0,無,,桃園市
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段７６３號七樓之１０,5.92,商,,,1091013,土地1建物1車位1,七層,三十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1141028,115.17,2,2,1,有,有,10180000,103770,坡道平面,30.56,1400000,1.讓渡日期:112/6/232.此申報總價為1020萬元預售屋、或土地及建物分件登記案件；,RPPWMLPJNHLGFCB68DA,46.98,3.71,4.76,有,,台中市
樹林區,房地(土地+建物),新北市樹林區俊英街２０７號二樓之１,9.91,住,,,1150320,土地1建物1車位0,二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840211,108.06,3,2,2,有,有,11500000,106422,,0.0,0,鐵鋁窗、雨遮其他增建；,RPPNMLTJNHLGFIF56DA,80.86,1.12,8.19,有,,新北市
豐原區,房地(土地+建物),臺中市豐原區永康路２１３巷５５弄５０號,94.09,住,,,1141225,土地3建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,0850327,198.6,5,4,4,有,無,13600000,68479,,0.0,0,頂樓加蓋；其他增建；,RPRNMLKLLHLGFDB57DA,182.73,5.43,0.0,無,,台中市
中和區,房地(土地+建物),新北市中和區信義街１號五樓,15.17,商,,,1150125,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700507,67.7,3,2,1,有,無,9200000,135894,,0.0,0,,RPOPMLRKMHLGFHF98DA,67.7,0.0,0.0,無,,新北市
北屯區,房地(土地+建物)+車位,臺中市北屯區南興北一路１１８號十七樓之２,15.03,住,,,1120401,土地1建物1車位1,十七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150205,127.95,2,2,1,有,有,14670000,137353,坡道平面,34.25,1800000,預售屋、或土地及建物分件登記案件；,RPOSNLMJMHLGFBB77DA,56.27,0.0,5.09,有,,台中市
信義區,土地,信義段一小段4地號,39.5,都市：其他:道路用地(公共設施用地)。51/9/1,,,1150505,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3815757,96601,,0.0,0,包含公共設施保留地用地；,RPTNMLSJNHLGFDA48DA,0.0,0.0,0.0,無,004,台北市
中壢區,房地(土地+建物),桃園市中壢區新興路２３０巷５號十二樓,12.18,商,,,1150411,土地1建物1車位0,十二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040915,120.13,3,2,2,有,有,16000000,133189,,0.0,0,,RPTNMLOKNHLGFBH68DA,74.77,0.0,4.89,有,0108,桃園市
桃園區,房地(土地+建物)+車位,桃園市桃園區春日路６５８巷１號五樓之５,13.29,住,,,1150128,土地1建物1車位1,五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881129,125.38,2,2,1,有,有,10680000,85181,坡道平面,0.0,0,夾層增建,RPPSMLTKLHLGFAH98DA,61.33,0.0,8.67,有,,桃園市
淡水區,房地(土地+建物)+車位,新北市淡水區坪頂路３５號六樓,27.44,住,,,1150314,土地1建物1車位1,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840228,138.5,3,2,2,有,有,14880000,108272,升降機械,16.77,1700000,,RPSOMLQJNHLGFEF98EA,96.46,1.19,10.78,有,0237,新北市
中和區,房地(土地+建物)+車位,新北市中和區中興街２８１號四樓,11.66,住,,,1150317,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1140722,119.53999999999999,2,2,1,有,有,19900000,203014,坡道平面,32.6,2250000,,RPRNMLRLLHLGFHF09DA,50.77,1.57,4.7,有,0270,新北市
大寮區,土地,翁公園段3352-2地號,152.31,農,,,1150503,土地8建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4761300,31261,,0.0,0,未保存登記房屋不計價住宅區105000元/坪農業區40000元/坪未登記建物；,RPQNMLLJNHLGFLE68DA,0.0,0.0,0.0,無,0003,高雄市
龜山區,房地(土地+建物)+車位,桃園市龜山區萬壽路二段１１９９巷７８號八樓,28.37,工,,,1150330,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,1110426,157.51999999999998,0,0,0,無,有,16200000,105898,坡道平面,21.54,1800000,,RPUOMLQJNHLGFHH96DA,78.41,5.09,5.06,有,,桃園市
內湖區,房地(土地+建物)+車位,臺北市內湖區文湖街２１巷９１弄１３號十樓,27.81,都市：其他:第三種住宅區。,,,1150130,土地1建物1車位1,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070105,128.09,0,1,1,有,有,28200000,215691,塔式車位,6.62,2000000,其他增建；,RPVNMLKKMHLGFCA77DA,58.08,14.2,3.9,有,122,台北市
橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南二街２３號,15.8,住,,,1120421,土地1建物1車位1,一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1150106,127.79,0,0,0,無,有,13610000,106348,坡道平面,17.21,1850000,預售屋、或土地及建物分件登記案件；,RPWNMLOJNHLGFFE98DA,70.79,0.0,0.0,有,,高雄市
金山區,土地,三和段33-1地號,1500.0,,山坡地保育區,林業用地,1130918,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2722500,1815,,0.0,0,,RPTNMLLJJIJGFDF77DA,0.0,0.0,0.0,無,,新北市
新莊區,房地(土地+建物),新北市新莊區新莊路５４３巷７弄１９號三樓,27.2,住,,,1150329,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620125,88.02,3,2,1,有,無,8700000,98841,,0.0,0,,RPXONLKKMHLGFBF58DA,72.9,0.0,15.12,無,0156,新北市
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍德路３８５號九樓,18.54,其他,,,1150502,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940915,190.93,2,2,2,有,有,21880000,114597,坡道平面,26.54,0,,RPPOMLOJNHLGFAE87DA,102.97,2.59,8.16,有,,高雄市
南屯區,房地(土地+建物)+車位,臺中市南屯區建功路６９號九樓之２,11.52,住,,,1121119,土地1建物1車位1,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141226,126.93,2,2,1,有,有,12900000,112610,坡道平面,26.14,1550000,預售屋、或土地及建物分件登記案件；,RPOOMLKMMHLGFCB47DA,60.7,0.0,5.49,有,,台中市
中壢區,房地(土地+建物)+車位,桃園市中壢區元化路二段１２６號三樓,19.39,住,,,1150331,土地2建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0800213,209.82,4,2,1,有,有,10500000,50045,坡道平面,0.0,0,,RPSOMLKMMHLGFBH38DA,156.79,1.24,0.0,有,,桃園市
新豐鄉,房地(土地+建物),新竹縣新豐鄉新庄路２７２號,180.28,商,,,1150420,土地3建物1車位0,一層，二層，騎樓,三層,公寓(5樓含以下無電梯),住家用,木石磚造（磚石造）加強磚造,,178.67,5,2,2,有,無,10500000,58768,,0.0,0,一樓後半部增建、三樓增建,RPPNMLMLMHLGFDJ48DA,178.67,0.0,0.0,無,,新竹縣
左營區,房地(土地+建物),高雄市左營區重安路４２巷１７號五樓,25.84,其他,,,1150323,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830303,90.42,3,2,2,有,有,6950000,76864,,0.0,0,,RPSNMLLJMHLGFEE08DA,63.64,0.0,10.01,有,,高雄市
大寮區,土地,琉球段577-13地號,288.56,其他,,,1150511,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,17290000,59918,,0.0,0,,RPXNMLOKNHLGFLE17DA,0.0,0.0,0.0,無,0017,高雄市
士林區,車位,臺北市士林區中山北路七段８１巷７號房屋地下四層,0.38,都市：其他:第三種住宅區。,,,1150403,土地1建物1車位1,地下四層,十九層,其他,防空避難室兼停車場,鋼筋混凝土造,0811124,39.69,0,0,0,無,有,2450000,,坡道平面,0.0,2450000,僅車位交易；,RPQOMLRJNHLGFEA28DA,0.0,0.0,0.0,有,017,台北市
板橋區,房地(土地+建物),新北市板橋區文化路二段４１０巷２弄２２號十樓之二,11.78,住,,,1150122,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850320,61.050000000000004,2,1,1,有,有,14500000,237510,,0.0,0,其他增建；,RPRNMLSJMHLGFAF38DA,42.82,0.0,5.92,有,,新北市
鼓山區,土地,內惟段六小段1275地號,1.0,都市：其他:第三種特定商業專用區,,,1150407,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,140000,0,,0.0,0,,RPRPMLOKMHLGFAE18DA,0.0,0.0,0.0,無,0040,高雄市
蘆竹區,房地(土地+建物),桃園市蘆竹區南山路一段７３號十三樓之７,7.56,住,,,1150104,土地1建物1車位0,十三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840811,81.69,3,2,1,有,有,7300000,89362,,0.0,0,,RPVPMLMLMHLGFEH56DA,51.84,2.31,6.66,有,0303,桃園市
新興區,房地(土地+建物)+車位,高雄市新興區中山一路１６號九樓之２１,5.41,其他,,,1100503,土地2建物1車位1,九層,三十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1150121,128.38,2,1,1,有,有,11100000,97800,坡道平面,26.13,1100000,另有讓渡預售屋、或土地及建物分件登記案件；,RPXPMLOKMHLGFBE88DA,46.01,0.0,20.69,有,,高雄市
新屋區,房地(土地+建物)+車位,桃園市新屋區新洲五街８９號三樓,39.79,住,,,1131020,土地1建物1車位1,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141224,146.84,3,2,2,有,有,15070000,114927,坡道平面,30.94,1750000,本件為權利讓渡二親等。原權利人：陳○○子、陳○○女，新權利人：黃○○母。原買賣價金新台幣15070000元整，新買賣價金新台幣15070000元整。原交易日期113年10月20日，新交易日期115年04月13日。預售屋、或土地及建物分件登記案件；,RPVNMLNLMHLGFDH98DA,79.03,0.0,5.86,有,,桃園市
小港區,土地,大林段317-1地號,90.0,商,,,1150313,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7620000,84667,,0.0,0,,RPSNMLRJNHLGFCE58DA,0.0,0.0,0.0,無,,高雄市
新興區,房地(土地+建物)+車位,高雄市新興區中山一路１６號二十三樓之１,7.18,其他,,,1100922,土地2建物1車位1,二十三層,三十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1150121,166.28,3,1,2,有,有,19270000,128220,坡道平面,26.13,1300000,另有讓渡預售屋、或土地及建物分件登記案件；,RPXNMLTLLHLGFBE56DA,63.07,0.0,28.16,有,,高雄市
三重區,房地(土地+建物)+車位,新北市三重區元信一街２１１號八樓,23.26,住,,,1090818,土地1建物1車位1,八層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150206,169.6,3,2,2,有,有,18870000,127149,坡道平面,39.28,2300000,預售屋、或土地及建物分件登記案件；,RPQOMLMLMHLGFGF58DA,78.56,2.57,4.67,有,,新北市
東勢區,房地(土地+建物),臺中市東勢區東關路六段２９６之３號,77.08,住,,,1130407,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,1141023,195.12,3,3,4,有,無,16750000,85845,,0.0,0,未登記建物；預售屋、或土地及建物分件登記案件；,RPQNMLOKNHLGFGB28DA,176.86,0.0,18.26,無,,台中市
大溪區,房地(土地+建物),桃園市大溪區長興西街１５８號,155.54,住,,,1150224,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1080118,281.96,4,2,4,有,無,31980000,113420,,0.0,0,雨遮 採光罩增建 法定空地增建自家車庫其他增建；,RPUNMLMLMHLGFCH68DA,256.97,0.0,24.99,無,,桃園市
竹北市,房地(土地+建物)+車位,新竹縣竹北市莊敬北路１１０號七樓,11.07,商,,,1140111,土地1建物1車位1,七層，見其他登記事項,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0940331,121.6,3,2,2,有,有,16500000,135680,坡道平面,0.0,0,夾層；,RPUOMLNKJHLGFBJ58DA,55.75,0.0,7.43,有,097,新竹縣
五股區,房地(土地+建物)+車位,新北市五股區新城八路３４１號六樓,27.07,住,,,1130623,土地1建物1車位2,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141223,182.62,3,2,2,有,有,22400000,161498,坡道平面,73.64,4800000,預售屋、或土地及建物分件登記案件；,RPVVMLTLMHLGFBF37DA,61.48,6.61,5.1,有,,新北市
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區大新一街３３９號二樓,12.11,商,,,1130519,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150327,128.92,2,2,1,有,有,11600000,100128,坡道平面,27.05,1400000,114.10.21，父子原價轉讓預售屋、或土地及建物分件登記案件；,RPWPMLNLMHLGFEH76DA,60.92,0.0,6.79,有,,桃園市
三重區,房地(土地+建物)+車位,新北市三重區光復路二段８７巷４１號九樓,27.03,住,,,1150210,土地1建物1車位1,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130501,179.68,4,2,2,有,有,28800000,185557,坡道平面,35.25,2000000,,RPPPMLLKNHLGFGF48DA,78.97,5.22,9.95,有,,新北市
太平區,房地(土地+建物)+車位,臺中市太平區育才路１７７號十二樓之１,19.14,住,,,1121212,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150113,124.66999999999999,2,2,1,有,有,12200000,106284,坡道平面,28.23,1950000,預售屋、或土地及建物分件登記案件；,RPQWNLLMLHLGFJB66DA,56.52,0.0,6.53,有,,台中市
北屯區,房地(土地+建物)+車位,臺中市北屯區南興北一路１１６號十五樓之１,25.86,住,,,1120916,土地1建物1車位2,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1150205,229.76999999999998,4,2,2,有,有,27300000,148199,坡道平面,68.5,3400000,預售屋、或土地及建物分件登記案件；,RPRPMLQKMHLGFBB18DA,94.65,0.0,10.96,有,,台中市
西屯區,房地(土地+建物),臺中市西屯區至善路１２１巷２０號二樓之１,3.15,住,,,1150501,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821014,23.85,1,0,1,有,有,1800000,75472,,0.0,0,,RPUOMLSJNHLGFCB68DA,12.68,0.0,2.6,有,,台中市
樹林區,房地(土地+建物)+車位,新北市樹林區佳園路三段９９巷１之７號六樓,73.76,,一般農業區,丁種建築用地,1150303,土地1建物1車位2,六層,十層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,1140513,300.77,0,0,0,無,有,36450000,130099,坡道平面,54.42,4400000,新建案管委會籌組中,RPUNMLOKNHLGFIF66DA,152.58,0.0,0.0,有,,新北市
鼓山區,房地(土地+建物),高雄市鼓山區富農路１２０號六樓,12.46,其他,,,1150317,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940929,120.69,3,2,2,有,有,12650000,104814,,0.0,0,,RPUNMLMKNHLGFAE18DA,78.25,0.0,7.83,有,,高雄市
觀音區,房地(土地+建物),桃園市觀音區九如三街８號,92.0,住,,,1150317,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0950111,178.49,4,3,3,有,無,10500000,58827,,0.0,0,其他增建；,RPQOMLNLMHLGFBH38DA,154.13,5.1,19.26,無,,桃園市
鳥松區,房地(土地+建物),高雄市鳥松區本路３８５號,106.0,住,,,1150401,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0711225,147.63,3,2,3,有,無,22800000,154440,,0.0,0,一樓空地+鐵皮屋頂增建其他增建；,RPSNMLLLMHLGFIE68DA,147.63,0.0,0.0,無,0026,高雄市
